,season,home_xGoals,home_shots,home_deep,home_ppda,home_fouls,home_total_xAssists,home_total_key_passes,home_total_xGoalsChain,away_xGoals,away_shots,away_deep,away_ppda,away_fouls,away_total_xAssists,away_total_key_passes,away_total_xGoalsChain,away_total_yellow_cards,home_redCards_binary,away_redCards_binary,home_yellowCards_cat,away_yellowCards_cat,home_shotsOnTarget_cat,away_shotsOnTarget_cat,home_corners_cat,away_corners_cat,home_total_blocked_shots_cat,away_total_blocked_shots_cat,home_total_saved_shots_cat,away_total_saved_shots_cat,time_category,away_rolling_xchain,home_discipline_score_avg,away_discipline_score_avg,gameresult,split
1607,2015,0.793529,8.0,2.0,11.0588,12.0,0.2279110718518496,5.0,1.4215143434703348,0.699866,10.0,5.0,5.1333,20.0,0.6080177351832394,7.0,2.083606913685798,3,True,False,5.0,3.0,1.0,4.0,5.0,11.0,4.0,3.0,0.0,2.0,1.0,3.7335660817101597,-23.269040203953335,-24.97435577251849,1,0.0
3093,2016,1.55993,10.0,3.0,7.1667,12.597073719752391,0.705959223210812,6.0,2.9734537461772566,3.27302,14.0,6.0,5.1429,20.0,2.8553691068664224,10.0,12.815204792656013,4,False,False,2.0,4.0,6.0,9.0,6.0,7.0,1.0,2.0,3.0,2.0,0.0,1.9436027123592794,-20.538456272190697,-21.41025092044848,0,0.0
9472,2019,2.17649,23.0,6.142375331245483,8.6923,7.0,1.6615895265713323,18.0,6.376261364668604,0.452331,6.0,2.0,23.4667,4.0,0.1480844393372536,3.0,0.2938817031681538,2,False,False,1.0,2.0,11.0,4.0,4.0,9.0,9.0,2.0,8.0,1.0,0.0,1.140092780254781,-20.58192152067463,-23.54736594238253,1,0.0
8260,2018,0.805422,12.0,3.0,9.0435,18.0,0.6552637722343202,8.0,0.9876380097120989,1.33595,13.0,3.0,16.0476,12.0,0.9335276093333957,8.0,4.082203760743145,3,False,False,4.0,3.0,6.0,10.0,7.0,9.0,4.0,2.0,3.0,6.0,1.0,2.636434343457222,-25.15484739727577,-23.324994168751456,0,0.0
8255,2018,0.768424,11.0,2.0,14.3478,14.0,0.5961651401594281,7.0,1.4945328077301385,1.82818,10.0,13.0,5.129,10.0,1.3880859240889545,9.0,6.1800807267427444,1,False,False,2.0,1.0,6.0,6.0,5.0,12.0,2.0,0.0,2.0,2.0,0.0,1.975745418295265,-24.758375468976418,-24.339618049128667,1,0.0
5655,2017,0.983293,17.0,4.0,5.3,12.0,0.9370912984013557,15.0,2.414161460474134,3.08244,14.0,6.0,13.0,13.0,1.9147705491632228,11.0,7.710409803316001,1,False,False,2.0,1.0,0.0,9.0,10.0,12.0,9.0,1.0,0.0,4.0,0.0,0.0,-21.499892500537495,-22.499887500562497,0,0.0
510,2015,1.06772,11.0,6.0,6.4857,12.597073719752391,0.9538885615766053,8.0,0.7929490823298692,0.650335,9.0,2.0,5.2581,21.0,0.5756250880658622,7.0,1.2428964190185074,3,True,False,4.0,3.0,5.0,5.0,10.0,1.0,2.0,1.0,1.0,0.0,1.0,6.515786153823138,-16.999998595041436,-18.661155482549134,0,0.0
12275,2020,2.36238,20.0,9.0,8.8824,14.0,2.085000902414323,13.0,12.9069886971265,1.6174,11.0,5.0,13.0476,12.0,1.40912701934576,7.0,4.302801541984082,2,False,False,4.0,2.0,7.0,7.0,0.0,7.0,6.0,3.0,1.0,2.0,1.0,2.5653615115210413,-16.111093209896435,-19.88886679014801,2,0.0
10678,2019,1.42647,11.0,12.0,9.3043,12.0,1.2947736456990242,8.0,5.642608433961866,1.87624,19.0,8.0,13.4,9.0,1.173996072262525,13.0,4.742812765762209,3,False,False,2.0,3.0,5.0,6.0,8.0,3.0,3.0,3.0,1.0,4.0,0.0,2.5017743535339827,-19.618045833012104,-22.828568167347402,2,0.0
5303,2014,1.73894,15.0,4.0,8.3333,18.0,0.8857200387865297,11.0,2.78238115273416,2.42286,18.0,6.0,4.6333,14.0,1.1909658797085283,11.0,5.292797133326531,1,False,False,2.0,1.0,7.0,2.0,10.0,8.0,3.0,4.0,3.0,7.0,1.0,2.100114639103413,-16.48570957551155,-18.999994571430122,0,0.0
1465,2015,2.92204,14.0,5.0,5.1053,20.0,1.9272483997046945,8.0,8.11534747853875,0.286203,6.0,2.0,5.303,14.0,0.11635160446167,3.0,0.151903504505754,4,True,True,4.0,4.0,7.0,1.0,12.0,5.0,4.0,2.0,4.0,0.0,1.0,2.4112565204501153,-24.226596651490702,-27.77271464876607,1,0.0
463,2016,1.7041,16.0,10.0,8.6563,10.0,1.2866423428058629,12.0,3.043360613286496,1.656,23.0,8.0,7.2174,8.0,1.2847285568714135,8.173527295979538,4.879495577886701,0,False,False,0.0,0.0,6.0,9.0,11.0,11.0,5.0,9.0,1.0,5.0,1.0,3.005044655501842,-24.510758734685005,-22.111086543237175,2,0.0
6533,2017,1.53768,14.0,3.0,9.7586,17.0,0.7947901599109166,13.0,1.9550873711705206,0.374247,11.0,7.0,8.0741,13.0,0.2904147468507288,7.0,1.7371294554322962,3,False,False,2.0,3.0,5.0,1.0,6.0,9.0,7.0,5.0,2.0,1.0,0.0,3.5646089997142574,-23.506468969486942,-24.188886201234865,2,0.0
4439,2014,1.10308,10.0,4.0,6.0606,16.0,1.007888205349446,8.0,2.355504487641156,1.09683,12.0,5.0,9.2593,18.0,0.8495950363576404,11.0,1.2813314497470856,2,False,False,1.0,2.0,6.0,6.0,6.0,9.0,2.0,4.0,2.0,3.0,0.0,4.773088527843355,-13.545452786304832,-16.532465385394104,2,0.0
2326,2016,1.6764,21.0,12.0,6.6216,15.0,0.7050193343311553,15.0,2.9600322321057333,1.54094,9.0,7.0,6.8929,14.0,0.7614209577441222,8.0,2.2020937129855156,2,False,False,1.0,2.0,8.0,7.0,2.0,9.0,8.0,1.0,4.0,4.0,1.0,2.832789205573498,-20.878690052477147,-23.41489112607541,2,0.0
3758,2014,1.92097,20.0,9.0,12.4667,10.0,1.0460908487439151,13.0,3.9183066487312312,1.05022,15.0,10.0,17.1579,7.0,0.9593305923044677,12.0,2.3986599249765277,0,False,False,0.0,0.0,5.0,5.0,2.0,8.0,8.0,5.0,2.0,3.0,0.0,5.95624245777726,-14.826615424226635,-15.88333068611155,2,0.0
2940,2016,1.87331,14.0,3.0,7.1304,15.0,1.5289870463311666,9.0,6.686413913965224,0.178478,5.0,3.0,7.5385,18.0,0.1235431581735611,4.0,0.3221598863601685,5,False,False,2.0,5.0,5.0,4.0,7.0,6.0,2.0,2.0,2.0,2.0,0.0,6.888967515528205,-14.034477919145544,-17.10344237812332,2,0.0
1513,2015,2.98406,18.0,8.0,22.8125,12.0,2.4138494096696372,13.0,11.097389653325083,1.6525,13.0,7.0,5.4516,13.0,0.9178144019097101,7.0,4.763715803623197,2,False,False,2.0,2.0,6.0,8.0,6.0,10.0,4.0,1.0,1.0,5.0,1.0,1.5569770965725185,-21.40478144183058,-23.481924881695797,2,0.0
6935,2017,1.29602,14.0,6.0,16.0556,13.0,1.1471381746232516,10.0,3.0616937112063165,1.91985,13.0,4.0,6.3333,12.0,0.9485809169709681,10.0,4.630044087767601,3,False,False,1.0,3.0,5.0,2.0,9.0,12.0,4.0,1.0,3.0,8.0,0.0,3.5583790268748983,-20.35914320323953,-21.640621618652872,0,0.0
4435,2014,1.08366,9.0,3.0,6.8293,20.0,0.7228511571884163,6.0,1.7780538750812405,0.0408065,1.0,2.0,4.7037,16.0,0.0,0.0,0.0,5,False,False,3.0,5.0,4.0,0.0,7.0,7.0,2.0,0.0,2.0,0.0,0.0,4.379251928068698,-14.454541074381492,-17.666661313132934,1,0.0
173,2015,1.61235,15.0,7.0,7.2273,14.0,0.696936928667128,11.0,3.777540608309208,0.836027,10.0,1.0,8.8846,13.0,0.3511822093278171,6.0,1.1587361209094524,3,False,False,3.0,3.0,10.0,6.0,12.0,9.0,3.0,2.0,6.0,3.0,1.0,3.89622128121555,-21.58122270682017,-24.639532018659068,1,0.0
4563,2014,0.341818,7.0,6.0,2.4103,20.0,0.2392644044011831,6.0,0.6735840104520315,0.451401,10.0,0.0,5.4878,17.0,0.4065281599760051,7.0,0.3050901349633933,2,False,False,1.0,2.0,5.0,4.0,7.0,6.0,2.0,1.0,2.0,2.0,0.0,4.432470572739841,-14.778125428054606,-15.873948245886702,1,0.0
3889,2014,1.47301,22.0,9.0,10.2,10.0,1.1841840203851455,16.0,5.782600855454802,1.35719,8.0,5.0,9.2083,14.0,1.3168241642415528,6.0,3.094887573271991,2,False,False,1.0,2.0,8.0,5.0,3.0,1.0,6.0,1.0,5.0,1.0,0.0,3.890739793330431,-17.16239169552208,-17.70940019577776,0,0.0
6805,2017,2.00798,16.0,4.0,13.5455,13.0,0.4943176656961442,7.0,2.952637791633607,2.4117,17.0,10.0,12.5,16.0,2.4116976782679567,17.0,11.781860455870623,1,False,False,2.0,1.0,7.0,9.0,8.0,5.0,7.0,4.0,3.0,3.0,1.0,3.8242065288126463,-19.10988787575473,-19.2249975968753,0,0.0
3226,2016,1.26549,12.0,9.0,24.9286,12.0,1.2402531458064907,12.0,3.888655621558427,1.65365,14.0,7.0,8.2188,12.0,0.989350531250238,9.0,3.4880682900547995,1,False,False,3.0,1.0,7.0,8.0,6.0,10.0,3.0,5.0,4.0,4.0,0.0,1.5865459885448217,-19.948980871812655,-22.76363222479414,1,0.0
3448,2016,0.489181,13.0,5.0,8.7143,7.0,0.3232130035758015,8.0,2.1810423210263243,0.156793,5.0,2.0,10.7931,16.0,0.1317888647317886,3.0,0.1413623420521615,4,False,False,4.0,4.0,7.0,4.0,6.0,8.0,4.0,1.0,4.0,1.0,1.0,3.0160681683570147,-19.47849943636322,-21.583330763889194,1,0.0
3027,2016,2.35513,16.0,8.0,15.7826,10.0,2.118186142295599,12.0,8.646492216736075,2.85441,23.0,11.0,10.2941,12.0,2.2189074940979436,8.173527295979538,11.202045708894735,0,False,False,2.0,0.0,6.0,8.0,12.0,8.0,7.0,3.0,3.0,2.0,1.0,1.933987987041474,-21.51147805009561,-22.74999562500084,0,0.0
11630,2020,2.19014,7.0,6.0,10.3043,17.0,0.6144044119864696,4.0,2.5877424832433458,0.504303,10.0,6.0,5.1111,17.0,0.4872476011514658,9.0,1.004695285111666,5,False,False,4.0,5.0,5.0,5.0,5.0,7.0,2.0,2.0,1.0,2.0,1.0,2.9645316235721113,-20.933319377787083,-18.599987600008266,2,0.0
2086,2015,1.06253,11.0,3.0,7.4054,15.0,0.8857696875929838,7.0,1.941569276154042,0.17099,6.0,1.0,10.4583,11.0,0.1603261427953839,6.0,0.5182043770328162,3,False,False,2.0,3.0,9.0,0.0,9.0,0.0,4.0,1.0,5.0,0.0,1.0,0.8844470852985978,-23.391258013806134,-26.085710559184204,2,0.0
4963,2014,1.37834,16.0,2.0,3.2692,11.0,0.6364342914894227,10.0,4.73524148017168,2.25875,8.0,4.0,11.0286,20.0,0.770659089088439,4.0,3.7372689843177764,4,False,True,3.0,4.0,7.0,7.0,7.0,8.0,3.0,1.0,4.0,2.0,1.0,2.109589672833681,-17.344442517284165,-18.388886845679238,0,0.0
6400,2017,2.132,13.0,4.0,8.6786,14.0,1.235488971695304,9.0,4.035285374149681,0.299907,10.0,3.0,5.2121,18.0,0.2161812344565988,8.0,0.4953364189714192,4,False,False,3.0,4.0,7.0,5.0,7.0,7.0,4.0,2.0,5.0,4.0,1.0,2.0685094866901634,-25.5019758918366,-23.69387271553618,2,0.0
1550,2015,2.0361,17.0,4.0,5.4762,8.0,1.5518256761133682,13.0,4.7707325145602235,3.41105,20.0,8.0,6.4286,19.0,2.4313727002590895,13.0,5.425074217841031,3,False,False,1.0,3.0,6.0,8.0,12.0,12.0,7.0,4.0,2.0,6.0,1.0,2.55520437397063,-22.661307552466194,-23.410250407628098,2,0.0
2241,2016,1.8156,14.0,3.0,4.6429,14.0,0.23476798646152008,5.0,1.5328715294599538,0.256363,4.0,2.0,13.5238,12.0,0.1437900140881541,2.0,0.8737486377358441,3,False,False,2.0,3.0,6.0,5.0,11.0,7.0,6.0,0.0,3.0,3.0,1.0,3.544627713412047,-20.348722210166976,-23.51162608437007,2,0.0
8185,2018,1.20925,13.0,4.0,15.1481,15.0,1.1587697807699446,11.0,3.237021595239639,0.991351,13.0,12.0,9.8182,13.0,0.9508667718619106,12.0,6.331618860363961,1,False,False,2.0,1.0,10.0,8.0,8.0,7.0,2.0,3.0,6.0,5.0,1.0,0.0,-17.999910000449997,-15.999920000399998,2,0.0
7624,2018,1.59338,15.0,4.0,12.3571,12.0,1.485120145604014,12.0,6.4711279124021575,1.90917,17.0,6.0,12.5,5.0,1.6020173225551844,15.0,4.8638614453375375,2,False,False,3.0,2.0,9.0,9.0,9.0,7.0,7.0,7.0,3.0,6.0,1.0,1.1070795655250556,-23.142824081679883,-27.42853224495394,2,0.0
6148,2017,1.58652,15.0,10.0,6.7576,21.0,1.0428114607930188,12.0,5.067006558179855,0.228265,6.0,3.0,12.3571,10.0,0.2139516491442918,5.0,0.9699301943182934,3,False,True,4.0,5.0,8.0,4.0,9.0,6.0,3.0,1.0,4.0,2.0,0.0,1.2817230137065052,-23.374221974114448,-24.50908645289337,2,0.0
8347,2018,1.36012,13.0,15.0,5.1379,15.0,0.6316151693463334,8.0,4.288470357656479,0.278344,4.0,4.0,12.4444,14.0,0.196831807494164,2.0,0.8878178596496589,4,False,False,0.0,4.0,5.0,4.0,8.0,5.0,3.0,2.0,1.0,2.0,0.0,4.46608282905072,-21.273582898718594,-23.26414874866521,2,0.0
2209,2016,1.85529,17.0,4.0,8.0444,13.0,1.62028786353767,14.0,5.962909404188395,0.207382,5.0,2.0,12.0,10.0,0.2073818566277623,5.0,0.6059151254594332,1,False,False,1.0,1.0,9.0,5.0,6.0,7.0,3.0,0.0,5.0,3.0,1.0,5.444745079800486,-20.259949540333412,-21.97499816875015,2,0.0
1548,2015,2.09005,19.0,10.0,12.7333,6.0,1.4697696156799789,12.0,8.957536071538923,1.50136,10.0,8.0,13.5667,8.0,0.9683454893529416,10.0,4.864010408520698,2,True,False,1.0,2.0,11.0,5.0,8.0,5.0,5.0,1.0,5.0,1.0,1.0,2.9241734953597183,-21.885392939475995,-24.03570570153368,2,0.0
8621,2018,1.63645,14.0,3.0,4.9667,22.0,0.6304531060159213,10.0,2.0928650312125683,1.17944,9.0,1.0,16.1364,12.0,0.6564487144351011,7.0,2.325036207213995,4,False,False,3.0,4.0,6.0,7.0,8.0,8.0,5.0,1.0,3.0,4.0,0.0,1.6261309728026383,-23.888862345708507,-27.777746913614543,1,0.0
8884,2018,1.07478,10.0,5.0,14.2941,12.0,1.011663882061839,9.0,1.6477791871875527,1.26231,6.0,3.0,7.84,10.0,0.4759196862578387,3.0,3.438235171139237,4,False,False,1.0,4.0,5.0,6.0,8.0,5.0,4.0,1.0,1.0,3.0,1.0,1.784554042108357,-21.288515679592262,-22.495650217769544,2,0.0
656,2015,0.317832,9.0,2.0,21.5909,12.0,0.27261447813361894,7.0,1.1195133365690704,2.93173,11.029794712037702,8.0,6.16,10.0,1.3535573482513428,16.0,5.972301140427588,1,False,False,2.0,1.0,5.0,2.0,6.0,12.0,2.0,9.0,2.0,5.0,1.0,3.376259830407799,-23.14828523344839,-22.193541227889927,0,0.0
5460,2014,0.830133,11.0,5.0,9.125,12.0,0.6725709363818168,7.0,2.4533908944576974,1.39097,12.0,9.0,7.0345,21.0,0.5487488582730294,9.0,2.6390766538679595,4,False,True,2.0,4.0,4.0,9.0,10.0,1.0,4.0,0.0,1.0,4.0,1.0,2.2439201226457954,-16.659570923495547,-19.021272548665415,0,0.0
651,2015,1.03182,12.0,4.0,15.0625,9.0,0.8419156149029734,9.0,1.8151792772114284,1.19666,17.0,5.0,7.6667,15.0,1.122646143659949,15.0,2.8788788560777903,3,False,False,3.0,3.0,7.0,8.0,7.0,11.0,2.0,2.0,4.0,5.0,1.0,1.5888280291110282,-23.504210377289073,-21.130425595467134,1,0.0
7243,2017,1.24112,12.0,5.0,19.875,14.0,0.4528766181319943,7.0,2.759093828499318,0.989557,15.0,5.0,12.05,5.0,0.8649377720430493,13.0,4.8090812116861335,3,False,False,1.0,3.0,5.0,9.0,7.0,11.0,5.0,2.0,2.0,6.0,1.0,1.7694524142891166,-23.42104030471563,-23.526303407208733,1,0.0
1213,2015,2.56591,15.0,4.0,7.0667,15.0,2.28699088469148,11.0,9.07199493795634,1.03362,15.0,5.0,12.2222,17.0,0.7131883576512339,9.0,0.8801010213792325,2,False,False,2.0,2.0,11.0,4.0,6.0,9.0,1.0,5.0,4.0,1.0,0.0,2.6799070917069914,-26.09089723141035,-25.86362460744336,2,0.0
7921,2018,1.36503,10.0,3.0,6.5556,14.0,0.6935943625867358,7.0,1.4085588343441486,3.21671,23.0,11.0,7.8077,14.0,1.8071554675698283,18.0,7.704257316887374,4,False,False,3.0,4.0,6.0,10.0,6.0,2.0,3.0,6.0,3.0,3.0,2.0,1.90840944815427,-21.208447979959935,-23.03389635305963,0,0.0
7727,2018,2.81099,20.0,6.0,8.4074,9.0,2.297828033566475,17.0,10.337297506630415,0.670444,11.0,10.0,13.1905,7.0,0.2680150372907522,7.0,1.6579004749655721,2,False,False,1.0,2.0,9.0,6.0,8.0,6.0,5.0,3.0,3.0,3.0,2.0,5.108697875589132,-20.61603297353774,-22.637094948621375,2,0.0
5911,2017,0.614281,14.0,6.0,8.8696,10.0,0.5704187620431187,11.0,1.9225940015166987,0.829654,9.0,1.0,23.7333,14.0,0.829654149711132,9.0,4.354419685900213,2,False,True,0.0,2.0,9.0,5.0,11.0,7.0,3.0,1.0,6.0,3.0,0.0,3.3161131357774147,-19.229379251215416,-20.652629404986378,2,0.0
3429,2016,1.08114,9.0,3.0,12.6316,12.0,1.0811420874670157,9.0,4.240197728388011,0.893755,12.0,6.0,9.0,9.0,0.7112071681767689,7.0,0.8220439571887239,1,False,False,1.0,1.0,7.0,1.0,5.0,3.0,1.0,5.0,3.0,0.0,0.0,1.7816650200635202,-19.519588859318002,-20.544641022799908,2,0.0
3216,2016,2.4342,23.0,17.0,10.6429,10.0,2.4341997634619474,14.0,10.532176367007192,1.1907,13.0,2.0,18.2778,7.0,0.3339422792196276,8.0,0.9495778195559973,1,False,False,1.0,1.0,10.0,5.0,4.0,10.0,5.0,3.0,8.0,3.0,0.0,1.2620841264724736,-22.432808231945014,-26.333289444517593,2,0.0
5273,2014,2.31354,11.0,3.0,11.0714,12.0,1.5534426420927052,10.0,4.685903718695041,1.8591,17.0,7.0,8.2083,8.0,0.7311445213854308,11.0,2.5248213456943636,1,True,False,2.0,1.0,8.0,7.0,8.0,5.0,2.0,3.0,3.0,4.0,1.0,3.995469982922077,-15.49333126755583,-16.399997813333623,2,0.0
3395,2016,0.4652,4.0,3.0,14.1429,17.0,0.46520049870014163,4.0,2.1625094078481197,1.66979,18.0,10.0,3.9375,12.0,1.560674846172332,16.0,4.229747414588929,1,False,False,5.0,1.0,4.0,8.0,7.0,11.0,0.0,9.0,0.0,4.0,0.0,5.402226655837149,-18.1293526092743,-22.22548801710902,0,0.0
4106,2014,1.00434,16.0,2.0,7.5313,18.0,0.7334940675646066,9.0,2.8058124296367155,0.223826,8.0,4.0,7.6923,15.0,0.209547944366932,7.0,0.8578002806752921,4,False,False,3.0,4.0,9.0,1.0,7.0,6.0,5.0,2.0,6.0,1.0,0.0,4.375230018235743,-16.866661044446317,-19.766660077779974,1,0.0
8447,2018,1.91197,15.0,7.0,11.28,5.0,1.7728031966835256,13.0,8.306209554895764,0.840127,13.0,4.0,11.96,6.0,0.768794363830238,11.0,2.725799435749649,0,False,False,0.0,0.0,5.0,6.0,7.0,6.0,2.0,4.0,2.0,3.0,0.0,2.597223156690597,-23.854598871818926,-26.90322146722234,1,0.0
8824,2018,2.65101,19.0,8.0,6.2083,15.0,1.2356822788715363,12.0,3.514016298577189,0.941051,11.0,6.0,11.2222,18.0,0.8870235458016406,8.0,3.3225905187427998,3,False,False,2.0,3.0,8.0,5.0,7.0,1.0,5.0,5.0,3.0,3.0,0.0,2.4094347400590763,-25.416656076393302,-24.583323090282047,2,0.0
11318,2020,1.07133,10.0,5.0,8.96,17.0,0.9640492629259821,7.0,4.684071583673358,0.844138,20.0,8.0,8.15,11.0,0.4867562036961319,14.0,2.633968222886325,0,False,False,2.0,0.0,6.0,2.0,8.0,9.0,2.0,4.0,3.0,8.0,0.0,3.636507828719915,-21.6999783000217,-20.5999794000206,1,0.0
9281,2019,0.951621,13.0,6.0,5.8667,10.0,0.6454426422715188,7.0,2.8717010580003257,1.87208,13.0,11.0,23.1333,7.0,1.646308355033398,9.0,7.6639365181326875,0,False,False,3.0,0.0,6.0,7.0,6.0,7.0,4.0,5.0,2.0,3.0,0.0,2.672521459683776,-17.799994066668646,-18.499994218751805,1,0.0
6562,2017,0.908885,11.0,6.0,12.0625,15.0,0.7365672290325161,7.0,3.3842142727226014,1.7941,14.0,3.0,11.0,12.0,1.0262168552726507,12.0,3.250757802277802,4,False,False,4.0,4.0,7.0,7.0,6.0,9.0,0.0,8.0,4.0,3.0,0.0,0.8446868617087603,-20.2999797000203,-19.3999806000194,0,0.0
10991,2020,0.857476,14.0,3.0,13.8,11.0,0.7853865586221217,12.0,3.477261297404767,0.816922,14.0,2.0,20.5263,11.0,0.6718874722719193,10.0,1.0012715607881548,2,False,False,1.0,2.0,5.0,4.0,12.0,2.0,5.0,6.0,1.0,1.0,1.0,3.9649841651320457,-18.029572100445026,-21.29309977705176,2,0.0
11672,2020,1.7908,12.0,6.0,19.4762,11.0,1.558407992124558,8.0,5.3665605187416086,1.53283,14.0,9.0,7.4444,15.0,1.3299363180994974,10.0,3.8658020421862593,0,False,False,0.0,0.0,6.0,9.0,1.0,10.0,1.0,4.0,3.0,6.0,1.0,1.4112249679863453,-18.354832788763616,-18.2580586264327,2,0.0
11521,2020,1.88102,7.0,5.0,8.5333,15.0,1.2677660025656223,6.0,4.277406431734557,0.592689,12.0,7.0,9.7857,15.0,0.3760370817035444,7.0,0.8783316910266874,4,True,False,5.0,4.0,6.0,1.0,1.0,8.0,1.0,3.0,2.0,0.0,2.0,3.6961640316993014,-16.509800684352808,-16.326919937130782,2,0.0
1783,2016,1.82791,9.0,5.0,6.6818,17.0,1.0115171000361436,7.0,2.472888141870498,0.72415,11.0,2.0,5.7097,15.0,0.6420887857675557,8.0,0.8283524634316565,5,False,False,3.0,5.0,9.0,1.0,8.0,7.0,2.0,9.0,3.0,0.0,0.0,2.7170734450221077,-23.738227309893528,-22.653837440831754,2,0.0
2855,2016,2.09244,9.0,4.0,23.6,5.0,1.475295340642332,7.0,4.542175723239779,0.270186,9.0,5.0,10.5263,13.0,0.2355292383581404,7.0,0.8722465503960853,0,False,False,0.0,0.0,6.0,4.0,12.0,8.0,3.0,2.0,3.0,2.0,0.0,1.0255668569356204,-22.917461443831645,-23.76469190312241,2,0.0
5682,2017,1.87247,15.0,11.0,10.0455,12.0,1.7312308773398406,13.0,7.700798869132998,0.85013,8.0,6.0,14.8889,13.0,0.6926158815622332,5.0,1.6065781414508815,4,False,False,2.0,4.0,5.0,5.0,2.0,10.0,7.0,1.0,3.0,3.0,0.0,1.789428769238293,-22.47596848960067,-21.629997837000214,1,0.0
10920,2020,1.80375,14.0,9.0,8.069,16.0,0.9410677868872875,8.0,7.37868448346853,1.89667,10.0,6.0,16.913,11.0,0.98082323372364,7.0,5.851062178611752,3,False,False,5.0,2.0,8.0,8.0,10.0,6.0,4.0,3.0,4.0,2.0,1.0,2.1733924498781563,-17.571403469423615,-22.666641481509465,0,0.0
7158,2017,1.07335,14.0,6.0,5.6087,14.0,0.6461465507745738,7.0,1.7273604087531567,0.278134,6.0,1.0,20.9565,13.0,0.21993990242481232,5.0,1.0371538996696466,2,False,False,2.0,2.0,4.0,1.0,3.0,1.0,6.0,0.0,2.0,0.0,1.0,0.0,-13.999860001399986,-30.999690003099968,0,0.0
9279,2019,1.24141,15.0,12.0,8.6667,21.0,1.200157664716244,14.0,4.648758873343468,4.03286,23.0,4.824997960349188,4.2963,15.0,3.7659829407930325,8.173527295979538,12.803690314292899,2,False,False,5.0,2.0,4.0,10.0,11.0,8.0,4.0,7.0,1.0,4.0,0.0,1.8814705695956946,-18.249990875004563,-18.090900867772334,0,0.0
5108,2014,2.53929,18.0,2.0,22.0,9.0,2.4051599977538034,15.0,7.51560904085636,1.22641,13.0,12.0,3.9643,13.0,0.9670742750167846,9.0,5.028198912739755,1,False,False,1.0,1.0,11.0,10.0,7.0,9.0,4.0,2.0,6.0,8.0,0.0,2.0621604271233096,-16.047168297436954,-17.00943235760072,2,0.0
3710,2014,0.780982,15.0,2.0,7.0667,12.0,0.5782642783597115,12.0,1.8723805863410226,0.920984,9.0,8.0,6.8235,6.0,0.8469920940697192,6.0,3.2341746985912323,1,False,False,2.0,1.0,6.0,1.0,8.0,9.0,6.0,2.0,4.0,0.0,2.0,1.5381423130631453,-15.188676379495021,-15.999996981132645,0,0.0
6318,2017,1.93154,15.0,8.0,6.8696,9.0,0.6916802963241935,10.0,2.869022723287344,1.63012,13.0,5.0,13.0,16.0,0.8456062786281112,11.0,4.393505400978028,8,False,False,3.0,5.0,8.0,8.0,12.0,10.0,3.0,2.0,8.0,6.0,1.0,0.0,0.0,0.0,0,0.0
2916,2016,1.809,19.0,10.0,5.1034,6.0,1.6744915693998341,17.0,5.365419879555703,0.143541,3.0,0.0,47.1429,9.0,0.1435414738953114,3.0,0.1265009827911854,4,False,True,0.0,3.0,2.0,4.0,4.0,5.0,5.0,1.0,8.0,1.0,1.0,2.9290751405060296,-26.888859012378877,-24.88886123459863,1,0.0
8748,2018,2.87626,22.0,16.0,8.3043,17.0,1.9233836326748128,17.0,6.821054458618159,1.64469,19.0,9.0,10.1429,9.0,0.9297279920428995,12.0,4.785806142725047,2,False,True,2.0,4.0,3.0,9.0,11.0,8.0,3.0,8.0,8.0,5.0,2.0,1.0805326119065284,-24.266523468159086,-23.650789896700015,2,0.0
9685,2019,3.10563,19.0,13.0,11.2,11.0,1.9573160596191872,15.0,6.963214345276356,2.29198,13.0,10.0,10.0,12.0,1.6864387914538381,7.0,4.881250772625205,2,True,False,5.0,2.0,9.0,9.0,11.0,6.0,7.0,2.0,8.0,3.0,2.0,1.3402815874665979,-22.999961666730556,-19.874975156281057,0,0.0
4836,2014,3.07872,16.0,6.0,3.4688,15.0,2.1003895178437233,10.0,9.057389900088316,1.13426,11.0,3.0,10.0,8.0,1.0380679462105038,8.0,3.1688447073102,2,False,False,3.0,2.0,10.0,5.0,9.0,9.0,3.0,2.0,6.0,2.0,1.0,5.529156388714908,-14.249992875003564,-17.299991350004326,2,0.0
2559,2016,2.9504,14.0,16.0,5.7037,11.0,2.259312435984611,11.0,11.458275377750393,0.468152,4.0,2.0,11.8667,16.0,0.46815152652561653,4.0,1.5686377193778742,3,False,False,0.0,3.0,9.0,1.0,8.0,5.0,2.0,0.0,3.0,0.0,1.0,4.228169491328298,-18.18549227605926,-25.071410663278098,2,0.0
1956,2015,0.696353,14.0,4.0,7.36,10.0,0.6347057688981299,13.0,1.3937904667109267,0.531661,8.0,2.0,14.0455,17.0,0.44198099151253717,4.0,1.4509841501712801,2,False,False,1.0,2.0,6.0,4.0,7.0,5.0,3.0,3.0,3.0,2.0,1.0,6.386990143358708,-18.938684306780736,-20.94594405892396,2,0.0
7490,2018,2.43202,13.48485575001998,18.0,8.9167,9.0,1.9093374721705914,16.0,6.306157305836679,1.05926,9.0,5.0,11.7,11.0,0.6663933116942646,7.0,2.598978923633694,3,False,False,0.0,3.0,7.0,6.0,4.0,1.0,9.0,1.0,5.0,4.0,0.0,8.01674671471119,-17.868849529696796,-18.18032488847133,1,0.0
